10004457A;Mencintai Kamu
10004458A;Melody Memory
10004459A;Sayangi Aku Seutuhnya
10004460A;Rumangsamu Yo Penak
10004461P;Andai Aku Bisa
10004462A;Cinta Tak Seperti Gaun
10004463A;Cintaku Tak Terbatas Waktu
10004464A;Daun Daun Kering
10004465A;Dibalik Penantian
10004466A;Jembatan
10004467A;Lautan Derita
10004468A;Mengejar Matahari
10004469A;Menyulam Kain Rapuh
10004470A;Minggat
10004471A;Nyidam Sari
10004472A;Pestamu Dukaku
10004473A;Delima
10004474A;Deritamu Dosaku
10004475P;Kamu Dan Abu Abu
10004476P;Suara Hati
10004477P;Istana
10004478A;Bila Tiada Kamu
10004479A;Mikraj Cinta
10004480A;Jangan Takut Gendut
10004481A;Cinta Luar Biasa
10004482A;Aya Aya Wae
10004483A;Berkuasa Atas Sgalanya
10004484A;Gembala Yang Baik
10004485A;Hati Seperti Yesus
10004486A;Kau Yang Sanggup
10004487A;Kuhidup BagiMu
10004488A;Kuperlu Kau Tuhan
10004489A;Pelindungku Perisaiku
10004490A;Tak Ada Bandingannya
10004491A;Tak Pernah Terlambat
10004492A;Lebih Baik Sendiri
10004493P;Sayangku
10004494A;Terperangkap
10004495A;Mama Papa
10004496A;Tusuk Tusuk
10004497A;Berharap Kau Setia
10004498A;Satu Cinta
10004499A;Muara Hati
10004500A;Pacarku Yang Cantik
10004501A;Make You Happy
10004502A;Trauma
10004503P;Suara Hati
10004504A;Selalu Menjagamu
10004505A;Luka Hatiku
10004506P;Aku Bukan Superman
10004507A;Saat Yang Menentukan
10004508A;Cinta Sia Sia
10004509A;Ruang Kosong
10004510P;Selamat Datang Cinta
10004511P;Bawa Daku
10004512A;Mayor 7
10004513P;Buah Semangka
10004514A;Formalin Sik Luh
10004515A;Seindah Diriku
10004516A;Terlanjur Memilih Dia
10004517A;Tlah Pergi
10004518A;Hebatnya Persahabatan
10004519A;Pemilik Hati
10004520A;Cinta Yang Tersakiti
10004521P;Galau Dua Kali
10004522A;Seandainya Aku Punya Sayap
10004523P;Jangan Main-Main Di Belakangku
10004524A;Show Me What You Got
10004525P;Fantasi Yang Berbeda
10004526P;Baru Satu Hari
10004527A;Aku Cinta Kepadamu
10004528A;Cerita Diantara Kita
10004529A;Summertime
10004530P;Penggila Cinta
10004531P;Jaga Hatiku
10004532A;Kucari Jalan Terbaik
10004533A;Gelas Gelas Kaca
10004534A;Nasibmu Nasibku
10004535A;Begitu Indah
10004536A;Untuk Sebuah Nama
10004537A;Desember Kelabu
10004538A;Mulanya Biasa Saja
10004539A;Benci Tapi Rindu
10004540A;Kerinduan
10004541A;Aku Jatuh Cinta
10004542A;Hati Tertusuk Duri
10004543A;Katakan Sejujurnya
10004544A;Dingin
10004545A;Yang Kusayang
10004546A;Pernahakah Dulu
10004547A;Tak Ingin Sendiri
10004548A;Hidup Yang Sepi
10004549A;Hatimu Hatiku
10004550A;Surat Cinta
10004551A;Tak Ingin Di Madu
10004552A;Telepon Rindu
10004553A;Walau Hati Menangis
10004554A;Manis Kau Dengar
10004555A;Dibawah Kepak Sayapmu
10004556A;Persembahanku
10004557A;Tuhan Adalah Kekuatanku
10004558A;Tuhan Yesus Baik
10004559A;Tuhan Adalah Gembalaku
10004560A;Mampirlah Dengar Doaku
10004561A;Segenap Hidupku
10004562A;Seperti Rusa
10004563A;Tiada Terukir
10004564P;Egoku
10004565A;Memandang Surga
10004566P;Janur Kuning
10004567A;Satu Yang Terpenting
10004568P;Mengingatmu
10004569P;Teman Saja
10004570P;Mohon Ampun
10004571P;Sedih Kalau Diceritain Mah
10004572P;Cinta
10004573P;Perawan Bukan Janda Bukan
10004574A;Halloween Night
10004575P;Kamu Saja
10004576A;Tetap Mencinta
10004577A;Bersama Taklukan Dunia
10004578A;Melayang
10004579A;Cinta Tarik Ulur
10004580A;Gojigo (K.A.M.U.)
10004581A;Gantung
10004582A;Jika Kau Percaya
10004583A;Cuzz
10004584A;Widuri
10004585A;Cinta Sejati
10004586A;Ku Persembahkan Nirwana
10004587P;Sudah Kubilang
10004588A;Terbaik Untukmu
10004589P;Ironi
10004590A;Secolek Dua Colek
10004591A;Kebyar Kebyar
10004592A;Sambalado
10004593A;Ku Bisa Merindu
10004594A;Good Time
10004595P;Selamanya Milikmu
10004596A;Bla Bla Bla
10004597A;Tanah Airku
10004597A;Tanah Airku
10004598A;Seluas Harapan
10004599A;Yang Penting Eksis
10004600A;Menangis Tanpa Air Mata
10004601P;Karena Ku Sayang Kamu
10004602P;Menyerah Dihadapan Cinta
10004603P;Berdiri Sampai Mati
10004604A;Satu Kali Lagi
10004605A;Isi Hati
10004606A;Stole My Heart
10004607P;Sakit Jiwa
10004608P;Takkan Terganti
10004609A;Terima Kasih Cinta
10004610P;Ku Ingin Kau Tahu
10004611P;Sandiwara Cinta
10004612P;Andai Kau Bisa Mengerti
10004613A;Cemburu
10004614P;Sebodo Teuing
10004615A;Nobody Else
10004616P;Balada Romansa
10004617P;Penggalan Kisah Lama
10004618A;Uget Uget
10004619P;Dasar Kau Penipu
10004620A;Janda Kembang (JAKEM)
10004621A;Lagu Santai
10004622A;Puzzle Pieces
10004623A;Tersenyumlah
10004624A;Aku Dan Keadaan Saat Ini
10004625A;Cemburu
10004626A;Kembalilah Untukku
10004627A;Turning Back To You
10004628P;Biarlah Sendiri
10004629A;Slow
10004630P;Mama
10004631A;Bimbang
10004632P;Paseban Cafe
10004633A;Jangan Pernah
10004634P;Pergi Dari Hatiku
10004635A;Baper (Bawa Perasaan)
10004636P;Sampai Hari Ini
10004637P;Sudah Kuduga
10004638P;Aku Gak Bisa Diginiin
10004639A;Cinta Tak Terhadang
10004640A;Mawar Biru (LGM)
10004641A;Biarkan Malam Gelap Berlalu (LGM)
10004642A;Kidung Rinduku (LGM)
10004643A;Nyanyian Malam (Krc)
10004644A;Melati Di Puncak Bukit (LGM)
10004645A;Lamunan Kalbu (LGM)
10004646A;Kasih Putus Di Tengah Jalan (Krc)
10004647A;Aku Rela (Krc)
10004648A;Idamanku (Krc)
10004649A;Bunga Anyelier (Krc)
10004650A;Bersenandung (Krc)
10004651A;Negeriku Tercinta (Krc)
10004652A;Rembulan Di Atas Langit (LGM)
10004653A;Kenceng
10004654A;Satu Hari Nanti
10004655A;Kau Bukan Dirimu
10004656A;Tanpa Ragamu
10004657P;Over You
10004658A;Sebuah Lagu Untuk Angeline
10004659P;Pergi Saja
10004660A;Best Friend Forever
10004661A;Ojo Kuatir
10004662P;Aku Cinta Padamu
10004663A;Kau Tak Punya Hati
10004664A;Lepaskan (Let It Go - Frozen)
10004664A;Lepaskan (Let It Go - Frozen)
10004665P;Aku Bukanlah Diriku
10004666B;Harusnya Aku
10004667A;Tak Lebih Baik Darimu
10004668P;Magic Hour
10004669A;Mengapa
10004670A;Miss U Love U
10004671A;Cintamu Membuatku Sakit Hati
10004672P;Terlalu Kangen
10004673A;I Love You
10004674A;Aku Suka Dia
10004675A;Sakit Hatiku
10004676A;Cinta Suci
10004677P;Hidupku Sepi Tanpamu
10004678B;Kenangan Ini
10004682A;Andai Ku Jadi Dua
10004683A;BATIK (Banyak Taktik)
10004684A;Jangan Nakal Sayang
10004685A;Laila Canggung
10004686P;Cinta Kita Beda
10004687B;Dan Bernyanyilah
10004688P;Kesunyian Hati
10004689A;Menemukanmu
10004690A;Kau Yang Ku Sayang
10004691A;Mencari Pengganti Dirimu
10004692P;Tertusuk Hatiku
10004693A;Saat Kehilangan Cinta
10004694A;Untuk Tuhan
10004695B;Pergi Pagi Pulang Pagi
10004696A;Lagu Galau
10004697A;Takut Kehilanganmu
10004698P;Ijuk
10004699A;Tentang Kau Dan Aku
10004700P;Kalau Bukan Cinta Apalagi
10004701P;Ksatria
10004702A;Ekspektasi
10004703P;Wanitaku
10004704A;Astaga
10004705P;Hanya Dirimu
10004706A;Rain
10004707A;Muara Kasih Bunda
10004708A;Memilih Dia
10004710A;Cinta Bukan Dusta
10004711A;Percayalah
10004712A;Celebrate
10004713A;Dunia Menunggu Kita
10004714P;Love
10004715A;Mantanku Apa Kabaramu
10004716P;Doain Ya Penonton
10004717A;Hanya Untukmu
10004718P;Rumahku
10004719A;Kesempurnaan Cinta
10004720A;Bila Ku Ingat
10004721P;Cry Cry
10004722P;Aku Sayang Kamu
10004723P;Tiada Duanya
10004724P;Ku Tetap Sayang
10004725A;Derita Kesayanganku
10004726A;Cinta Tak Terbalas
10004727A;Tausiyah Cinta
10004728A;Laba Laba
10004729A;Suamiku
10004730P;Istimewa
10004731A;Ratu
10004732P;Ayang
10004733A;Kau Adalah
10004734P;Laksmana Raja Di Laut
10004735P;Turis
10004736P;Kotak Pesan
10004737A;Seperti Magic
10004738A;Melawan Perasaan
10004739P;Kasih Terindah
10004740P;Sampai Ku Pergi
10004741A;Kutunggu Kau Putus
10004742P;Rahasiamu
10004743A;Belum Tentu
10004744P;Quantum Cinta
10004745A;Bersamamu
10004746P;I Am Super Swag
10004747A;Sabda Cinta
10004748A;Minitu (Minta Ini Itu)
10004749P;Dream Big
10004750A;Karma Cinta
10004751A;Juara Di Hati
10004752A;Heart Beat (Percayalah)
10004753A;Pernikahan Dini
10004754A;Jangan Takut Bermimpi
10004755P;Sedetik Lebih
10004756A;Bukan Adam Hawa
10004757P;Cinta Rahasia
10004758P;Bawa Daku
10004759A;Kamus Cinta
10004760P;Tiada Yang Mustahil
10004761A;Kucuri Lagi Hatimu
10004762A;Jangan Salahkan Cinta
10004763A;Pulang Malu Tak Pulang Rindu
10004764P;Bubar
10004765P;Butuh Kasih Sayang
10004766A;Tak Seimbang
10004767P;Tragis
10004768A;Aku Gila
10004769A;Mungkin
10004770A;Penawar Letih
10004771P;You And I
10004772A;Satu Malam Lagi
10004773A;Cinta Cinta Cinta
10004774A;Janda Rasa Perawan
10004775P;Kita Tak Harus Bersama
10004776P;Tak Berdua
10004777A;Cinta Yolanda
10004778A;Pergi Untuk Kembali
10004779A;Ku Menunggumu
10004780A;Gua Sih Nyantai Aja - Story Of Ahok
10004781A;Janji Janji
10004782P;Bahas Bahasa
10004783P;Senandung Rindu
10004784A;Denganku Lebih Indah
10004785A;Saat Hujan
10004786A;Hidup Yang Hebat
10004787A;Yang Terlupakan
10004788P;Aa Uu
10004789A;Pacar Istimewa
10004790A;Bulan Terbelah Di Langit Amerika
10004791A;Putus Ya Putus
10004792A;Demi Kita
10004793A;123
10004794P;Biarkan Ku Sendiri
10004795A;Lagu Cinta
10004796A;Sama Sama Tahu
10004797P;All Over Me
10004798A;Jangan Dengar Mereka
10004799P;Sahabat Hidup
10004800A;Kita Yang Beda
10004801A;Jas Hujan
10004802A;Sebastian (Sebatas Teman Tanpa Kepastian)
10004803P;Mengalah
10004804A;My Lopely
10004805A;Mungkin Suatu Hari
10004806A;Ketut Garing
10004807P;When You're Feeling Lonely
10004808P;Kau Harus Mencintaiku
10004809A;Saripati (Salah Sendiri Pake Hati)
10004810A;Abadi
10004810A;Abadi
10004811A;Ayank Mbeb
10004812A;SSG (Semua Serba Gratisan)
10004813P;Mama Minta Pulsa
10004814A;Mimpi
10004815A;Kesayangannya Aku
10004816A;Takkan Mampu
10004817A;Bimbang
10004818P;Jakarta Ramai
10004819A;Sunshine Becomes You
10004820A;Pacar Satu Satunya
10004821A;Bani Mati
10004822A;Ajegang Tanah Bali
10004823A;Bali Santhi
10004824A;Pada Gelahang
10004825A;Tuah Iluh
10004826A;Uripe Kalintang Asri
10004827A;Jauh Panggang Dari Api
10004828A;Sing Sabaran
10004829A;Dangap Dangap
10004830A;Hujan
10004831A;Serpihan Hati
10004832A;Tetep Mekenyem
10004833A;Capung Gantung
10004834P;One
10004835A;Aku Pasti Tahu
10004836P;Bidadari Jiwa
10004837A;Percaya
10004838P;Barbie
10004839A;Damai Kami Sepanjang Hari
10004840P;Merenda Kasih
10004841A;Bersama Selamanya
10004842A;Aku Cinta Dia Yang Cinta Pacarnya
10004843A;Memulai Kembali
10004844P;Aku Jatuh Cinta
10004845A;Posesif
10004846P;Oh Angin
10004847P;Gosok Batu
10004848P;Aku Hidupmu
10004849A;Baper
10004850A;Sementara Sendiri
10004851A;Mimpi
10004852A;So Sweet
10004853A;Bercahaya
10004854P;Lukisan Kisah
10004855A;Dag Dig Dug
10004856P;Begitulah Cinta
10004857A;Rasa Ini
10004858A;Bulan
10004859A;Halalin Aku
10004860A;Satu Satunya
10004861A;Jomblo Happy
10004862A;Jangan Lama Lama
10004863A;Kuat
10004864A;Generasi
10004865A;Pembunuh Cinta
10004866A;Sedikit Waktu
10004867P;Sayang Aku Rindu
10004868A;Apakah Harus Seperti Ini
10004869A;Cinta Dari Jauh
10004870A;Di Bawah Langit Yang Sama
10004871A;Dia
10004872A;Rahasia Cintaku
10004873P;Dalam Dua Kisah
10004874P;Ga Romantis
10004875A;Mengejar Mimpi
10004876A;Bully
10004877A;Aku Masih Cinta
10004878A;Ini Bukan C.I.N.T.A
10004879A;You & Me (Love & Kiss)
10004880A;Ku Harus
10004881A;Sampai Jumpa
10004882A;Ya Iyalah
10004883A;Sesuatu Yang Sempurna
10004884A;Tarjiyo Talitta
10004885A;Sudah Cukupkah
10004887A;Jaga Selalu Hatimu
10004888A;Tak Selamanya Selingkuh Itu Indah 2
10004889A;Kusayang Kamu
10004890A;Main Air
10004891P;Kunci Hati
10004892A;Hey ! Kau
10004893P;Bunga Tidur
10004894A;Secawan Madu
10004895A;Surat Cinta Untuk Starla
10004896A;Pamit
10004897A;Ling Ling Cinta Yang Hilang
10004898A;Julit (Jujur Aja Sulit)
10004899A;Temani Aku Saat Dia Jauh
10004900A;Aku Pamit Pergi
10004901A;Rasa Ini
10004902A;Cinta Basi
10004903A;Ga Boleh Jadian
10004904A;O Aja Ya Kan
10004904A;O Aja Ya Kan
10004905P;Cukup
10004906A;Menjangan (Merana Berkepanjangan)
10004907A;Zapin Melayu
10004908A;Bang Rojali
10004909A;Ratusan Purnama
10004910P;Bawaku
10004911A;Always
10004912A;Takkan Bersatu
10004913A;Rabbana
10004914P;Nyanyian Harapan
10004915A;Lagu Bintang
10004916A;Sahabat Setia
10004917A;Janji
10004918A;Aku Tetap Cinta
10004919A;Aku Cinta Padamu
10004920A;Suka Pacar Orang
10004921A;Lain Sekali
10004922A;Selamanya
10004923A;Kertas Dan Pena
10004924A;Kekasihku
10004925A;Jangan Berhenti Engkau Bernyanyi
10004926P;Long Live Rock N Roll
10004927A;Jika Kau Mengerti
10004928A;ABC (Aku Bukan Cabe)
10004929B;Birunya Cinta
10004930P;Cinta Di Kampung Haji
10004931A;Susah Move On
10004932A;Para Penerka
10004933A;Jangan Marah
10004934A;Matahari
10004935A;Kosong
10004936P;Kau Berubah
10004937P;Malam Ini
10004938P;Tak Harus Sempurna
10004939A;Bang Ojek
10004940A;Cinta Adalah
10004941A;Cinta Tak Berpihak
10004942A;Luar Biasa
10004943A;Bendera
10004944A;Aku Datang Untukmu
10004945A;Kasih Tak Memilih
10004946A;Aku Ingin Pulang
10004947P;Bertahan Untukmu
10004948A;Senandung Mutiara
10004949A;Hanya Engkau Yang Bisa
10004950A;Aku Padamu
10004951P;Rapuh
10004952A;Solaria
10004953A;Jangan Kau Menangis
10004954A;Bahagia Untukmu
10004955A;Kami Riders
10004956A;Pesawatku
10004957P;Sebebas Alam
10004958A;Teristimewa
10004959A;Cinta Yang Kembali
10004960P;Ketika Hatimu Berhenti Mencintaiku
10004961P;Hilang
10004962A;Gombalan Tangan Tuhan
10004963A;Aku Bukan Dia
10004964A;Modus
10004964A;Modus
10004965P;Edan Turun
10004966A;Kemesraan
10004966A;Kemesraan
10004967A;Obatnya Apa
10004968A;Gak Jaman
10004969A;Kekasih Bukan
10004970P;Untuk Cinta
10004971A;Buronan Mertua
10004972P;Patah Hati
10004973A;No Way
10004974A;Dilema
10004975A;Mau Dong
10004976P;Tanpa Kata
10004977A;Sakura
10004978A;Tak Bisa Menggantimu
10004979P;Barbie Ga Pusing Lagi
10004980P;Pat Pat Gulipat
10004981P;BOOM!!
10004982A;Menangis Tanpa Airmata (MTA)
10004983B;Ora Kere
10004984P;Main Api
10004985P;Duda Muda
10004986A;Dear Mantan (Maafkan Aku Yang Dulu)
10004987A;Kumis
10004988P;Hijab
10004989A;Aku Tak Bisa
10004990P;Usir Cantik Seperti Itu Lalu
10004991A;Berhenti Bersedih
10004992A;Tebak Monyet
10004993A;Bintang Kehidupan
10004994A;Kunci Hati
10004995A;Asal Kau Bahagia
10004996A;Demi Cinta
10004997A;Sajadah Panjang
10004998A;Kali Kedua
10004999A;Love Will Find A Way
10005000A;Menunggu Kamu
10005001A;Tanpa Hadirmu
10005002P;Tanya Hati
10005003P;Itu Kamu
10005004P;Kau Patahkan Hatiku
10005005P;Dear Mantan
10005006P;Mahadaya Cinta
10005007P;Jangan Ajak Ajak Dia
10005008A;Kalam Kalam Langit
10005009A;Bersama Bintang
10005010A;Selamat Tinggal
10005011A;Intan
10005012A;Beri Aku
10005013A;Kesempurnaan Cinta
10005014A;Pacar Duren Sawit
10005015B;Thalaal Badru Alayna
10005016P;Pengemis Cinta
10005017P;Pemenang Hati
10005018P;Pelangi Dimatamu (Acoustic)
10005019A;Ombak Asmara
10005020A;Dalam Sepi
10005021A;Mae Shika Mukanee (Hanya Lihat Ke Depan)
10005022A;Mandi
10005023A;Jangan Bersedih
10005024A;Mencari Cinta Sejati
10005025P;Aku Akhiri Dengan Cinta (AADC)
10005026A;Mencintamu
10005027P;Cinta Kedua
10005028A;Kuldesak
10005029A;Mengapa Mengapa
10005030A;Terlalu Rindu
10005031P;Nasi Uduk
10005032A;Semangat Yang Indah
10005034B;Pelangi Di Matamu
10005035P;I'm Sorry
10005036A;Ku Ada Untukmu
10005037A;Tala' Al Badru
10005038P;Tunggu Aku
10005039A;Pungguk Merindu
10005041A;Mercusuar
10005042P;Kawin Paksa
10005043A;Papa Jahat
10005044A;Wow!!
10005045A;Rindu
10005046P;Merege Hese
10005047B;Birunya Cinta 
10005048B;Sayang (Koplo)
10005049P;Itu Saja
10005050A;LDR
10005051A;Ngalahin Gumi
10005053P;Masa Kecilku
10005054A;Jilbab Traveler
10005055P;Angsa & Serigala
10005056A;SUMO (Susah Move On)
10005057P;Gerimis Melanda Hati
10005058P;Pujaanku
10005060A;Rindu
10005061A;Beginner
10005062A;Goyah
10005063A;Jadi Superhero Nih!
10005064A;Seakan Kau Paling Suci
10005065A;Salam 5 Waktu
10005066A;Dia
10005067P;Jadi Diri Sendiri (Kun Anta)
10005068A;Kekasih Abadi
10005069A;Harus Berbuat Apa Lagi
10005070A;Hidup Dan Cintaku
10005071P;Siap Melepasmu
10005072P;Catatan Kecil
10005073A;Lelah Dengan Drama
10005074A;Tundukkan Dunia
10005075P;Kiblat Cinta
10005076A;Cumi Rebus
10005077A;Cinta Sekejap
10005078A;Main
10005079A;T'lah Kuberikan
10005080A;Never Let You Go
10005081A;Jangan Hilangkan Dia
10005082A;Abu Abu
10005083A;Aku Bisa Apa?
10005084A;Aku Masih Disini
10005085P;Aku Yang Jatuh Cinta
10005087A;Andaikan Kau Datang
10005088P;Apa Adanya
10005089B;Apa Kabar Mantan
10005090A;Bangkit
10005091A;Biasa Tersakiti
10005092P;Bintang Kecilku
10005093A;Bungkam
10005094P;Cari Pokemon
10005095A;Cerita Kita
10005096A;Cinta Harus Menunggu
10005097A;Cinta Jarak Jauh
10005099A;Cintaku Tak Pantas Untukmu
10005100P;Cobalah Untuk Terbuka
10005101P;Coming Back
10005102P;Party In The Sky
10005103A;Dari Mata
10005104A;Denganmu Cinta
10005105A;Dibawa Happy Aja
10005106A;Envy You
10005108P;Gak Papa
10005109A;Ga Mau Pulang Maunya Digoyang
10005110P;Galon (Gagal Move On)
10005111P;Gantung Aku Di Monas
10005114P;Goyang Selfie
10005115P;Haters
10005118A;Hmmm.. Sudah Kuduga
10005119A;Indah Pada Waktunya
10005120A;Ingat Kamu
10005122P;Jangan Bilang Siapa Siapa
10005124A;Kampret Belang
10005125A;Tanpa Kamu
10005126P;Kaulah Kesukaanku
10005127A;Kebebasan
10005127A;Kebebasan
10005128A;Kebebasan
10005129A;Kedua Kalinya
10005130A;Kembalilah
10005131A;Kenangan
10005132P;Kepastian
10005133P;Kisah Yang Salah
10005134A;Korbanmu
10005136P;Masa Bodoh
10005137A;Masih Ada Aku
10005139P;Memenangkan Hatimu
10005140B;Mendekat, Melihat, Mendengar
10005142P;Menjadi Bahagia
10005143A;Menyesal Mencintaimu
10005145P;Mungkin Jodoh
10005146P;Obat Perkasa
10005147A;Obrolan Warung Kopi (Jangkrik Boss)
10005148A;Pelangi
10005149P;Nikmat Mu
10005150P;Perpisahan Ini
10005151A;Pesan Dari Hati
10005152P;Ratu Sehari
10005153A;Kost Kostan
10005154A;Ruang Sendiri
10005156A;Satu Dari Sejuta
10005158P;Sehidup Semati
10005159A;Selamatkan Jiwaku
10005160A;Selingkuh
10005161A;Semesta Cinta
10005162A;Senandung Cinta
10005164A;Simfoni Satu Tanda
10005165P;Sujudku
10005167P;Terluka
10005168A;Terlukanya Hatimu
10005169A;Untukmu
10005170A;Uwiw Uwiw
10005171A;Wajar
10005172A;Aku Cinta Dia
10005173P;Pergi Untuk Selamanya
10005173P;Pergi Untuk Selamanya
10005174A;Intuisi
10005175P;Juleha
10005176P;Tergila-gila
10005177P;Ku Dapat Dari Emak
10005178B;Galau Mikirin Kamu
10005179P;Victory
10005180P;Bukan Lelaki Sempurna
10005181P;Jawara Cinta
10005182A;Akhir Bulan
10005183A;I Still Love You
10005184A;Cinta Bohongan (Suka2an)
10005185P;Pemeran Pengganti
10005186P;Usai Di Sini
10005187A;Get Up! Stand Up!
10005188A;I'm Sorry
10005189P;Gara Gara Dia
10005190P;Aku Tak Mau
10005191A;Senandung Doa
10005192P;Janji Hati
10005193P;Dimana Cinta
10005194A;Tanah Airku
10005195A;Buktikan Padaku
10005196A;Kata Nenek
10005197P;Senja Yang Baru
10005198A;Monokrom
10005199A;Hingga Nanti
10005200P;Perjuangan
10005200P;Perjuangan
10005201A;Cinta Diam Diam
10005202P;Mama Kaulah Bintang
10005203A;Aku Kamu Dia
10005204P;Never Leave Ya
10005205A;Berkunjung Ke Kotamu
10005206A;Untuk Indonesiaku Satu
10005207P;Depan Belakang
10005208P;Tukar Jiwa
10005209P;Keruh Di Air Jenuh
10005210P;Udah Putus Jangan Cemburu
10005212P;Bawah Laut
10005214P;Pokemon
10005215P;Main Gadget
10005216A;Smile Bali Smile
10005217A;Cinta Terlarang
10005218A;Ada Saatnya
10005219A;Rakyat Hutan
10005220P;Jatuh Hati
10005221A;Sumpah Aku Nggak Sakit
10005222A;Tresnomu Oplosan
10005223A;Pilih Aku Saja
10005224A;Sebuah Rasa
10005225A;Menjemputmu
10005226A;Gapapa Jelek Yang Penting Sombong
10005227A;Cinta Kita
10005228P;Lekas
10005229A;Sing Ken Ken
10005230A;Jadi Aku Sebentar Saja
10005231A;Terserah Boy
10005232A;Berhala Modernisasi
10005233A;Mas Rangga
10005234P;Merindukanmu
10005235P;Sesaat
10005236P;Penantian
10005237A;Dengarlah Sayang
10005238A;Terbunuh Rindu
10005239A;Me Vs Mami
10005240P;Teman Mesra
10005241P;Mengapa Cinta
10005242A;Mau Kamu Cuma Kamu
10005243A;Disaat Aku Menyayanginya
10005244P;Terukir Di Bintang
10005245P;Kuingin
10005246P;Biarkanlah
10005247P;Cukup 3 Kata
10005248P;Langit Abu-Abu
10005249A;Tentang Cinta
10005250A;Selamanya Kucinta
10005251A;Terima Cintaku
10005252P;Forever U'll Be Mine
10005253A;Bye Bye Beib
10005254A;Seperti Valak
10005255P;Salah Siapa
10005256A;Manusia Kuat
10005257P;Superlunar
10005258P;Falling In Love
10005259A;Tentang Perasaanmu
10005260P;Menghilang
10005261P;Pasti Bisa
10005262P;Untuk Selamanya
10005263P;Salahkah Aku Terlalu Mencintaimu
10005264P;Ku Dengannya Kau Dengan Dia
10005265P;Kasih Jangan Kau Pergi
10005266P;Risalah Hati
10005267A;Penantian Berharga
10005268A;Satu Rasa
10005269P;Jangan Dipikirin
10005270P;Sianida
10005271A;Kamu Yang Dulu
10005272P;Saat Ku Jatuh Cinta
10005273P;Penerus Darahku
10005274A;Bertahanlah Cinta
10005275P;Yang Terindah
10005276P;Begitu Indah
10005277P;Mengapa Harus Mukidi
10005278A;Jalan Terus
10005279P;Bebas Untuk Menang
10005280A;Goyang Pokemon
10005281A;Arti Ucapmu
10005282P;Hanya Kamu
10005283A;BAD
10005284A;A Copy Of You
10005285P;Nyawa Dan Harapan
10005286P;Madu
10005287P;Teka Teki
10005288P;Sebut Saja Dia Melati
10005290P;Duka
10005291A;Sakit Sungguh Sakit
10005292P;Disaat Aku Pergi
10005293P;Indonesia Negeri Kita Bersama
10005294P;Kuterimakan
10005295P;Dahulu
10005296P;Dimadu Diracun
10005297P;Aku Bukan Cabe Cabean
10005298P;Nada Di Nadiku
10005299P;Cahaya
10005300P;Bahagiaku Bahagiamu
10005301P;Pok Ame Ame
10005302A;Kilaumu
10005302A;Kilaumu
10005303A;Musim Hujan Musim Kawin
10005304B;Untukmu
10005305P;Promise
10005306A;Cara Lupakanmu
10005307P;Surga Yang Kurindukan
10005308A;Kekasih Di Surga
10005309B;Dealova
10005310A;Rindu
10005311A;Bersama Lagi
10005312B;Ijinkan Aku Menyayangimu
10005313P;Coba Katakan Dengan Cinta
10005314P;Benarkah Cinta
10005315A;Amnesia
10005316P;Jangan Sedih
10005317A;Separuh Jiwaku Pergi
10005318A;Nyaris Mati
10005319A;Mengenangmu
10005320A;Pelangi Yang Hilang
10005321A;Tak Denganku
10005322P;Mahakarya
10005323P;Sakit Hati
10005324P;Hai
10005325P;Yang Kedua Kali
10005326P;Slow
10005327B;Baper (Bawa Perasaan)
10005328A;Menyesal
10005330A;Bukan Aku
10005331A;Kita
10005332B;Cinta Dan Rahasia
10005333P;Tanda Mata
10005334A;Jatuh Cinta Lagi
10005335P;Karena Kamu
10005336P;Cinta Akan Bertahan
10005337P;Perayu Cinta
10005338P;Tiga Dara
10005338P;Tiga Dara
10005339P;Ruang Bahagia
10005340P;Imaji Sunyi
10005341A;GGS (Ganteng Ganteng Swag)
10005341A;GGS (Ganteng Ganteng Swag)
10005342P;Untuk Perempuan Yang Sedang Dalam Pelukan
10005343P;Sepertinya Kamu
10005344P;Sandiwara
10005345A;Takdir Berkata Lain
10005346P;Curi Curi Curhat
10005347A;Takkan Pisah
10005349A;Menangis Lagi
10005350P;Ibu
10005351A;Janda Anak Satu (JAS)
10005352A;Aku Bisa Apa
10005353A;Terlalu Tinggi
10005354P;Salamku Untuk Kekasihmu Yang Baru
10005355A;Bulan Terbelah
10005356A;Saya Pasti Bisa
10005357A;Panjat Sosial
10005357A;Panjat Sosial
10005358A;Love Trip
10005359A;Langit
10005360A;Bila Benar Sayang
10005361P;Indahnya Dunia
10005362P;Bawalah Daku
10005363P;Journey Starts Tonight
10005364A;Kamu
10005365P;Sendu Melagu
10005366B;Allah Bersamamu
10005367P;Sakitnya Tuh Di Sini
10005368A;Sakit Sakit Hatiku
10005369A;Putra Nusantara
10005370P;Jangan Sampai Tiga Kali
10005371P;Nur Fatimah
10005373A;Sebuah Rasa
10005374P;Melepasmu
10005375A;Jangan Ada Dusta Diantara Kita
10005376A;Dari Hati Ke Hati
10005377P;Lelah
10005378P;Bebas
10005379P;Asmara
10005380P;Dua Bulan
10005381P;Apa Salah Dan Dosaku
10005382P;Hanya Memuji
10005383P;Dance
10005384P;Dunia Maya
10005385P;Mati Rasa
10005386P;Maafkan
10005387P;Saat Bersamamu
10005388P;Yang Penting Happy
10005389A;Wanita Wanita
10005390A;Suka Suka Aku Berkhayal
10005391P;Terbelenggu Rindu
10005392A;Goyang Kincir
